_id,name,type,latitude,longitude
376217,"Berlin","location"
448103,"Berlingo","location"
425332,"Berlingerode","location"
425326,"Bernau bei Berlin","location"
314826,"Berlin Tegel","airport"
314827,"Berlin Schönefeld","airport"
334196,"Berlin Hbf","station"
333977,"Berlin Ostbahnhof","station"
